2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-24 16:50:03,328 - 输入参数: [5.48828004e+04 1.42102878e+04 0.00000000e+00 4.23534714e+01
 8.35398838e+05 0.00000000e+00], 计算结果: 5612.955017716176
2025-09-24 16:50:19,124 - 输入参数: [1.00000000e+05 3.12084683e+03 1.00000000e+02 2.66175719e+01
 0.00000000e+00 8.00724133e+04], 计算结果: 1966.3063936924693
2025-09-24 16:50:25,999 - 输入参数: [8.81799302e+04 1.73509318e+04 2.53006064e+01 2.74953970e+01
 4.44219721e+05 1.33061643e+05], 计算结果: 309.4365976849793
2025-09-24 16:50:41,672 - 输入参数: [4.22598851e+04 2.30096138e+04 4.75852757e+01 3.07443734e+01
 4.52800000e+05 0.00000000e+00], 计算结果: 4273.839534304619
2025-09-24 16:50:57,972 - 输入参数: [1.00000000e+05 6.63604925e+04 5.64909943e-01 9.89695300e+01
 8.05719284e+05 0.00000000e+00], 计算结果: 3019.5407453043604
2025-09-24 16:51:10,207 - 输入参数: [2.79513114e+04 0.00000000e+00 4.70937823e+01 1.00000000e+02
 2.07832539e+05 0.00000000e+00], 计算结果: 5260.151882890934
2025-09-24 16:51:21,223 - 输入参数: [1.00000000e+05 3.58339940e+04 3.11947915e+01 3.11122042e+01
 2.44977748e+05 3.17847553e+05], 计算结果: 493.9871009079854
2025-09-24 16:51:33,484 - 输入参数: [3.37980943e+04 0.00000000e+00 0.00000000e+00 4.12303287e+01
 3.03962437e+05 0.00000000e+00], 计算结果: 5089.053632565642
2025-09-24 16:51:42,871 - 输入参数: [1.00000000e+05 5.05116607e+03 1.93972723e+00 3.80335724e+01
 1.00000000e+06 1.99357170e+05], 计算结果: 390.717167007452
2025-09-24 16:51:54,024 - 输入参数: [7.94368077e+04 5.14244802e+04 0.00000000e+00 3.13700089e+01
 7.07882274e+05 1.98402004e+05], 计算结果: 502.296917835136
2025-09-24 16:52:06,460 - 输入参数: [6.38227414e+04 4.60755374e+04 2.86854483e+01 1.36698086e+01
 6.55567759e+05 5.42751696e+04], 计算结果: 1131.9096079893109
2025-09-24 16:52:22,594 - 输入参数: [6.26356465e+04 1.00000000e+05 0.00000000e+00 7.05273491e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 5772.81014072447
2025-09-24 16:52:34,843 - 输入参数: [5.35267446e+04 1.49423232e+04 1.55066459e+01 5.45385721e+01
 6.66682926e+05 5.12966077e+05], 计算结果: 495.07602113751256
2025-09-24 16:52:50,349 - 输入参数: [2.43099931e+04 2.08161095e+04 9.87470587e+00 3.14089114e+01
 0.00000000e+00 4.47335882e+05], 计算结果: 3726.8702758186114
2025-09-24 16:52:57,114 - 输入参数: [6.12685324e+04 1.26455590e+04 2.37071073e+01 2.81728213e+01
 3.90919959e+05 1.45384281e+05], 计算结果: 303.15528374651274
2025-09-24 16:53:08,391 - 输入参数: [6.18563665e+04 4.36026034e+04 4.40389403e+01 5.38544131e+01
 5.79353650e+05 7.05937859e+04], 计算结果: 869.3011544728158
2025-09-24 16:53:14,678 - 输入参数: [7.10214577e+04 9.76319781e+03 2.21379983e+01 3.17005071e+01
 4.18001773e+05 1.35297839e+05], 计算结果: 306.06804479717675
2025-09-24 16:53:25,411 - 输入参数: [6.43532325e+04 5.73510651e+04 1.04619216e+01 2.94331470e+01
 3.80137976e+05 2.76918819e+05], 计算结果: 464.2517536518801
2025-09-24 16:53:41,268 - 输入参数: [0.00000000e+00 1.00000000e+05 1.00000000e+02 2.85150200e+01
 3.80671324e+05 0.00000000e+00], 计算结果: 2257.6997404505637
2025-09-24 16:53:51,271 - 输入参数: [1.00000000e+05 1.28001614e+04 2.36312831e+01 2.75878506e+01
 2.27448636e+05 2.75878993e+05], 计算结果: 438.9108060777754
2025-09-24 16:54:06,070 - 输入参数: [6.66867765e+04 7.23962819e+03 1.35556605e+01 3.45641584e+01
 5.13603490e+05 0.00000000e+00], 计算结果: 5776.466140969871
2025-09-24 16:54:21,835 - 输入参数: [6.84131928e+04 3.06645528e+04 3.74801160e+01 4.29050711e+01
 4.36749016e+05 0.00000000e+00], 计算结果: 4039.600763743431
2025-09-24 16:54:37,752 - 输入参数: [7.58589794e+04 2.71681054e+04 1.43495763e+01 3.40014717e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 9367.434086822184
2025-09-24 16:54:48,755 - 输入参数: [6.35290420e+04 1.10799286e+04 9.33089408e+00 2.96533680e+01
 4.63340689e+05 3.18368287e+05], 计算结果: 422.73652068832337
2025-09-24 16:55:04,481 - 输入参数: [100000. 100000.      0.    100.      0.      0.], 计算结果: 5018.604673373999
2025-09-24 16:55:20,489 - 输入参数: [5.88338031e+04 4.40355706e+04 4.20696710e+01 0.00000000e+00
 5.00295214e+05 0.00000000e+00], 计算结果: 3369.746986757413
2025-09-24 16:55:27,192 - 输入参数: [3.27592174e+04 1.18370250e+04 9.26369612e+00 0.00000000e+00
 3.51535608e+05 1.54186454e+05], 计算结果: 288.24005117054236
2025-09-24 16:55:43,225 - 输入参数: [2.20687693e+04 1.23646386e+04 7.26585709e+00 1.85484811e+01
 0.00000000e+00 1.00000000e+06], 计算结果: 4511.601168251204
2025-09-24 16:55:53,956 - 输入参数: [9.66527923e+04 8.83179116e+03 1.58517842e+01 1.84786465e+01
 1.00000000e+06 2.43479772e+05], 计算结果: 394.26092023537524
2025-09-24 16:56:10,308 - 输入参数: [1.00000000e+05 4.97150119e+04 1.38057043e+01 2.50311008e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 6491.826741649129
2025-09-24 16:56:16,890 - 输入参数: [6.25679874e+04 5.84503731e+03 2.25708721e+01 4.18138536e+01
 3.02943966e+05 1.49517132e+05], 计算结果: 375.0287125861403
2025-09-24 16:56:27,805 - 输入参数: [3.81217333e+04 1.00746977e+04 2.88080863e+01 1.00000000e+02
 4.49983362e+05 3.27738286e+05], 计算结果: 505.02323254343287
2025-09-24 16:56:42,797 - 输入参数: [41433.88295269   209.18573046     0.           100.
     0.          4008.32954278], 计算结果: 18474.255716626176
2025-09-24 16:56:51,517 - 输入参数: [5.96319429e+04 2.50293532e+04 2.22218573e+01 9.10403029e+00
 6.45845972e+05 6.81056206e+04], 计算结果: 607.6318436709258
2025-09-24 16:56:56,932 - 输入参数: [1.23472162e+04 7.78478530e+03 2.36704849e+01 2.70935472e+01
 2.53157969e+05 3.28584108e+04], 计算结果: 771.7829597792613
2025-09-24 16:57:10,943 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 2.13217160e+01
 9.85731279e+05 8.51673714e+05], 计算结果: 679.3120340595767
2025-09-24 16:57:17,708 - 输入参数: [3.07087054e+04 1.53887436e+04 2.83372836e+01 3.15490559e+01
 3.60091474e+05 1.47324202e+05], 计算结果: 335.94917484985876
2025-09-24 16:57:28,227 - 输入参数: [4.32694319e+04 2.19386285e+04 1.26638369e+01 1.73068725e+01
 1.00000000e+06 2.27237668e+05], 计算结果: 419.61231755845813
2025-09-24 16:57:41,468 - 输入参数: [4.53099179e+04 3.06837023e+04 0.00000000e+00 7.23008307e+01
 3.92113507e+05 1.00000000e+06], 计算结果: 525.131052790912
2025-09-24 16:57:48,773 - 输入参数: [2.79018546e+04 1.24815424e+04 2.50513409e+01 3.48400886e+01
 4.78285331e+05 1.54894288e+05], 计算结果: 385.5141604694426
2025-09-24 16:58:04,317 - 输入参数: [0.00000000e+00 4.55070240e+04 1.05733550e+01 6.67470706e+01
 1.45739938e+05 0.00000000e+00], 计算结果: 2838.6410196922716
2025-09-24 16:58:16,903 - 输入参数: [1.00000000e+05 0.00000000e+00 1.63879321e+01 1.88900585e+01
 9.95473170e+05 4.40863534e+05], 计算结果: 598.8387249854472
2025-09-24 16:58:25,518 - 输入参数: [1.00000000e+05 0.00000000e+00 6.32902906e+01 1.63026126e+01
 1.00000000e+06 1.75484864e+05], 计算结果: 406.59792639573976
2025-09-24 16:58:41,499 - 输入参数: [3.59908128e+04 5.43502243e+04 0.00000000e+00 5.37973885e+01
 3.53072704e+05 0.00000000e+00], 计算结果: 3036.1446205837588
2025-09-24 16:58:55,722 - 输入参数: [0.00000000e+00 3.00654130e+04 1.45262907e+01 3.46931729e+00
 5.10113532e+03 0.00000000e+00], 计算结果: 14961.469586044102
2025-09-24 16:59:09,347 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 3.86029493e+01
 7.26056529e+05 9.32410553e+05], 计算结果: 2081.9711043564034
2025-09-24 16:59:22,425 - 输入参数: [3.04467648e+04 0.00000000e+00 2.30272725e+00 4.52988138e+01
 8.92432790e+05 0.00000000e+00], 计算结果: 7527.329047204743
2025-09-24 16:59:29,258 - 输入参数: [ 62142.63668411   9931.20381842      0.              0.
 344400.2579067  158850.24525501], 计算结果: 275.60185818497536
2025-09-24 16:59:38,127 - 输入参数: [3.50758066e+04 3.99620881e+04 4.45587895e+00 1.00000000e+02
 3.81197429e+05 1.40787516e+05], 计算结果: 424.38481845334604
2025-09-24 16:59:53,329 - 输入参数: [4.42927373e+04 0.00000000e+00 3.63574654e+00 0.00000000e+00
 0.00000000e+00 1.42233394e+05], 计算结果: 2717.670047292739
2025-09-24 17:00:06,520 - 输入参数: [4.03358917e+04 0.00000000e+00 0.00000000e+00 9.91303728e+01
 8.36876199e+05 0.00000000e+00], 计算结果: 8170.985926878407
2025-09-24 17:00:14,531 - 输入参数: [2.32662970e+03 6.55846645e+03 2.96496510e+01 3.05840233e+00
 5.32155636e+05 1.79222050e+05], 计算结果: 1888.3962822381318
2025-09-24 17:00:20,433 - 输入参数: [3.07072771e+03 3.72408407e+03 9.63105752e+00 0.00000000e+00
 4.44437387e+05 1.18948527e+05], 计算结果: 2639.6879183157353
2025-09-24 17:00:32,766 - 输入参数: [6.28023634e+04 1.00000000e+05 9.21872688e+01 4.66416197e+01
 5.35430999e+05 4.53681268e+05], 计算结果: 532.482227517193
2025-09-24 17:00:36,767 - 输入参数: [0.00000000e+00 0.00000000e+00 1.03852108e+01 3.04471870e+01
 2.50787105e+05 6.41972455e+04], 计算结果: 7347.786240508578
2025-09-24 17:00:41,658 - 输入参数: [2.99700783e+04 5.04660157e+03 4.65164783e+01 0.00000000e+00
 4.00698771e+05 9.59198137e+04], 计算结果: 356.0386428575779
2025-09-24 17:00:50,371 - 输入参数: [0.00000000e+00 2.40847371e+04 1.64129445e+01 3.41220897e+00
 4.42540236e+05 2.12855939e+05], 计算结果: 1120.8354804416485
2025-09-24 17:01:03,943 - 输入参数: [1.00000000e+05 1.86813989e+03 5.44514041e+01 2.62075692e+01
 3.90843069e+05 0.00000000e+00], 计算结果: 7959.527159518391
2025-09-24 17:01:09,307 - 输入参数: [1.00000000e+05 4.42014165e+03 1.05458536e+01 0.00000000e+00
 3.55421655e+05 1.06397868e+05], 计算结果: 219.07902639540492
2025-09-24 17:01:22,215 - 输入参数: [ 100000.           54864.44585583       0.               0.
 1000000.          531822.10547169], 计算结果: 489.22877443237314
2025-09-24 17:01:34,668 - 输入参数: [1.64675752e+04 0.00000000e+00 2.22184144e+01 0.00000000e+00
 4.53312300e+05 0.00000000e+00], 计算结果: 5153.366121052262
2025-09-24 17:01:42,070 - 输入参数: [2.84310678e+04 4.44751808e+04 3.16224039e+01 0.00000000e+00
 1.52505186e+05 7.81850272e+04], 计算结果: 553.7183535184198
2025-09-24 17:01:53,512 - 输入参数: [2.28597806e+04 1.00000000e+05 1.00000000e+02 0.00000000e+00
 2.22899283e+05 9.18178987e+05], 计算结果: 466.6155331808867
2025-09-24 17:02:09,197 - 输入参数: [1.00000000e+05 1.32755654e+04 1.02082954e+01 3.30332884e+01
 0.00000000e+00 2.63835314e+05], 计算结果: 1936.380292575932
2025-09-24 17:02:16,036 - 输入参数: [3.61312582e+04 1.29186830e+04 1.56644013e+01 0.00000000e+00
 3.66184285e+05 1.56369646e+05], 计算结果: 287.83969156425667
2025-09-24 17:02:27,488 - 输入参数: [8.15603677e+04 1.51641489e+04 2.90865270e+01 1.00000000e+02
 5.46447328e+05 3.42206260e+05], 计算结果: 454.0469361784555
2025-09-24 17:02:37,889 - 输入参数: [1.00000000e+05 1.43070965e+04 2.91514425e+01 1.50708473e+01
 1.00000000e+06 2.34509349e+05], 计算结果: 384.60582675467583
2025-09-24 17:02:43,883 - 输入参数: [3.27482984e+04 0.00000000e+00 8.53699216e+00 0.00000000e+00
 3.51497322e+05 1.33596375e+05], 计算结果: 654.1365726821653
2025-09-24 17:02:47,939 - 输入参数: [6.34376034e+04 0.00000000e+00 6.68919824e+01 6.09447359e+00
 3.44431726e+05 6.80500924e+04], 计算结果: 323.26670022132095
2025-09-24 17:02:54,177 - 输入参数: [0.00000000e+00 1.02935488e+04 1.56374490e+01 9.69035823e+00
 3.43410231e+05 1.39317833e+05], 计算结果: 1974.1791271892205
2025-09-24 17:03:06,560 - 输入参数: [0.00000000e+00 0.00000000e+00 8.42152278e+00 1.00000000e+02
 4.02864308e+05 0.00000000e+00], 计算结果: 6239.992137022546
2025-09-24 17:03:11,297 - 输入参数: [3.82402223e+04 0.00000000e+00 5.48640118e+01 0.00000000e+00
 9.15561691e+05 8.46042976e+04], 计算结果: 559.5197896720508
2025-09-24 17:03:25,081 - 输入参数: [1.00000000e+05 0.00000000e+00 8.55254900e+00 1.92435599e+01
 1.00000000e+06 8.54776400e+05], 计算结果: 682.5081082551021
2025-09-24 17:03:38,772 - 输入参数: [0.00000000e+00 8.13603251e+03 2.84087909e+00 2.68149184e+01
 0.00000000e+00 1.00000000e+06], 计算结果: 7088.118571261559
2025-09-24 17:03:52,916 - 输入参数: [2.51235398e+03 1.00000000e+05 7.26671578e+00 0.00000000e+00
 0.00000000e+00 1.41343382e+05], 计算结果: 9234.043006902844
2025-09-24 17:04:02,639 - 输入参数: [100000.              0.              0.              0.
 162974.23810206 256023.55286424], 计算结果: 561.5245522659309
2025-09-24 17:04:07,700 - 输入参数: [4.17362888e+04 0.00000000e+00 0.00000000e+00 7.53179562e+01
 4.67676427e+05 3.73180543e+04], 计算结果: 1000.0390005999479
2025-09-24 17:04:21,815 - 输入参数: [1.28863307e+04 1.00065682e+04 7.39090335e+00 8.10726227e+00
 1.00000000e+06 1.00000000e+06], 计算结果: 874.287375720747
2025-09-24 17:04:29,196 - 输入参数: [5.58462530e+04 1.47160952e+04 5.34161210e+00 1.24398162e+00
 1.00000000e+06 5.65084976e+04], 计算结果: 574.8770131254842
2025-09-24 17:04:38,547 - 输入参数: [0.00000000e+00 0.00000000e+00 1.89822797e+01 0.00000000e+00
 1.99794086e+05 5.53956817e+05], 计算结果: 4284.153196952208
2025-09-24 17:04:50,385 - 输入参数: [1.00000000e+05 2.67884489e+04 2.24827309e+00 8.02064095e+01
 8.43972986e+05 3.63891159e+05], 计算结果: 457.62127174053364
2025-09-24 17:05:05,756 - 输入参数: [1.00000000e+05 1.58295505e+04 3.47238379e+01 5.94024846e+01
 1.63877763e+05 0.00000000e+00], 计算结果: 6926.061330261205
2025-09-24 17:05:10,783 - 输入参数: [3.47020732e+04 1.45322888e+04 1.09177571e+01 0.00000000e+00
 1.50402989e+05 6.79517193e+04], 计算结果: 399.85839034198466
2025-09-24 17:05:24,300 - 输入参数: [2.86835858e+04 1.29117646e+04 2.98120484e+01 7.97189438e+01
 7.05197760e+05 1.00000000e+06], 计算结果: 573.7608853452889
2025-09-24 17:05:29,649 - 输入参数: [1.00000000e+05 7.35209553e+03 0.00000000e+00 1.90042101e+01
 9.93477241e+05 8.79415084e+04], 计算结果: 281.66643428327086
2025-09-24 17:05:40,803 - 输入参数: [0.00000000e+00 2.32013955e+04 1.23111666e+01 5.23500100e+00
 4.63216586e+05 4.11159415e+05], 计算结果: 1196.3914954483143
2025-09-24 17:05:50,583 - 输入参数: [0.00000000e+00 5.97527015e+03 3.48439614e+01 3.03069262e+01
 5.08208253e+05 1.17818434e+04], 计算结果: 2736.564493589533
2025-09-24 17:06:05,972 - 输入参数: [1.00000000e+05 9.77305612e+03 7.03410591e+00 6.28407345e+00
 0.00000000e+00 1.15799997e+05], 计算结果: 1838.8946393662957
2025-09-24 17:06:19,269 - 输入参数: [4.65576027e+04 0.00000000e+00 0.00000000e+00 7.64401111e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 8582.746318988608
2025-09-24 17:06:24,395 - 输入参数: [0.00000000e+00 6.19880986e+03 1.24110334e+01 7.75317900e-01
 4.19024294e+05 9.54525595e+04], 计算结果: 2858.6085244330693
2025-09-24 17:06:31,213 - 输入参数: [0.00000000e+00 0.00000000e+00 1.14110480e+01 2.97097060e+01
 2.49570637e+05 1.90560481e+05], 计算结果: 6195.100474269564
2025-09-24 17:06:41,994 - 输入参数: [1.00000000e+05 1.33361088e+04 6.96028755e+00 0.00000000e+00
 9.35368181e+05 2.53323485e+05], 计算结果: 393.73235983664756
2025-09-24 17:06:48,713 - 输入参数: [1.00000000e+05 1.59799597e+04 6.13248037e+01 0.00000000e+00
 1.00000000e+06 1.00534138e+05], 计算结果: 324.07248793396764
2025-09-24 17:07:04,067 - 输入参数: [2.15317359e+03 2.25309547e+04 6.90445273e+00 0.00000000e+00
 5.30254961e+05 0.00000000e+00], 计算结果: 4443.982998095449
2025-09-24 17:07:08,384 - 输入参数: [0.00000000e+00 0.00000000e+00 5.49274901e+00 1.00000000e+02
 1.05843285e+05 1.08655051e+05], 计算结果: 6366.384742369568
2025-09-24 17:07:22,239 - 输入参数: [5.80929263e+04 0.00000000e+00 0.00000000e+00 8.37083038e+01
 1.00000000e+06 1.00000000e+06], 计算结果: 657.1633128369319
2025-09-24 17:07:27,120 - 输入参数: [0.00000000e+00 4.76950577e+03 5.33253984e+01 0.00000000e+00
 1.00000000e+06 7.42917253e+04], 计算结果: 1888.817315646865
2025-09-24 17:07:39,137 - 输入参数: [1.00000000e+05 0.00000000e+00 1.01151850e-01 0.00000000e+00
 1.98067658e+05 0.00000000e+00], 计算结果: 8846.87136695845
2025-09-24 17:07:44,232 - 输入参数: [4.23844411e+04 0.00000000e+00 0.00000000e+00 8.34026453e+01
 1.00000000e+06 9.46202447e+04], 计算结果: 726.491074459333
2025-09-24 17:07:50,336 - 输入参数: [7.24214738e+03 5.37281837e+03 1.23553526e+01 0.00000000e+00
 1.00000000e+06 1.19078986e+05], 计算结果: 1348.9196621867106
2025-09-24 17:08:05,596 - 输入参数: [5.45420133e+04 4.11603626e+03 4.57741095e+00 0.00000000e+00
 0.00000000e+00 1.57152242e+05], 计算结果: 2491.501061084931
2025-09-24 17:08:10,161 - 输入参数: [     0.           5819.5530916       0.              0.
 315927.70956341  70980.27636153], 计算结果: 3548.6765511091353
2025-09-24 17:08:15,543 - 输入参数: [  1581.25704829  12596.74129277      0.              0.
 410560.59546003  90863.38382376], 计算结果: 1596.9835994906314
2025-09-24 17:08:27,795 - 输入参数: [ 42152.37887066      0.              0.              0.
 360036.67248526      0.        ], 计算结果: 5219.421460991047
2025-09-24 17:08:33,101 - 输入参数: [2.38093210e+04 8.79189486e+03 1.06665006e+01 9.13558094e+00
 4.49771372e+05 9.48839768e+04], 计算结果: 369.29126852226887
2025-09-24 17:08:38,348 - 输入参数: [6.59334923e+04 3.69697026e+03 2.42698839e+01 0.00000000e+00
 3.61840381e+05 1.08354913e+05], 计算结果: 230.18560075595107
2025-09-24 17:08:49,235 - 输入参数: [0.00000000e+00 1.24077671e+04 3.17256444e+01 1.00000000e+02
 3.54509596e+05 4.31824615e+05], 计算结果: 1267.1536281941453
2025-09-24 17:09:01,545 - 输入参数: [1.00000000e+05 0.00000000e+00 8.51696314e-01 0.00000000e+00
 5.20628274e+05 0.00000000e+00], 计算结果: 7410.4208100475025
2025-09-24 17:09:14,086 - 输入参数: [7.37751151e+04 1.49973568e+04 2.07963142e+01 3.09747572e+01
 5.47964687e+05 6.69857662e+05], 计算结果: 518.6698903563705
2025-09-24 17:09:29,736 - 输入参数: [8.32531680e+04 5.37787746e+04 6.60330088e-01 0.00000000e+00
 5.34000447e+05 0.00000000e+00], 计算结果: 3219.5375176742036
2025-09-24 17:09:43,824 - 输入参数: [ 49965.9702145    6048.26412932      0.              0.
 391823.72418048      0.        ], 计算结果: 5313.578729868755
2025-09-24 17:09:59,971 - 输入参数: [100000.          47973.37879967      0.              0.
      0.              0.        ], 计算结果: 6607.483293214803
2025-09-24 17:10:12,512 - 输入参数: [5.29971098e+04 8.39637748e+04 2.55146289e+01 0.00000000e+00
 4.80223717e+05 6.68919566e+05], 计算结果: 505.16092251486623
2025-09-24 17:10:22,540 - 输入参数: [1.00000000e+05 2.80748346e+03 1.08755311e+01 0.00000000e+00
 1.49299724e+05 2.75381900e+05], 计算结果: 523.7930555641493
2025-09-24 17:10:35,209 - 输入参数: [1.62639603e+04 1.21835938e+04 0.00000000e+00 2.69529423e+01
 4.30260939e+05 1.00000000e+06], 计算结果: 762.5018432985482
2025-09-24 17:10:51,024 - 输入参数: [5.91782429e+04 2.13625756e+04 0.00000000e+00 1.00000000e+02
 1.00000000e+06 0.00000000e+00], 计算结果: 5491.5577068449675
2025-09-24 17:10:57,866 - 输入参数: [1.00000000e+05 0.00000000e+00 3.39108819e+01 8.90300225e+00
 7.48816379e+05 1.44376602e+05], 计算结果: 341.37758497367236
2025-09-24 17:11:05,612 - 输入参数: [1.00000000e+05 5.44984286e+03 8.16469595e+01 7.94616840e+01
 2.47823589e+05 1.87695044e+05], 计算结果: 475.5173268204371
2025-09-24 17:11:17,863 - 输入参数: [7.36908683e+04 0.00000000e+00 3.06075086e+01 5.01783011e+00
 3.99448090e+05 0.00000000e+00], 计算结果: 6311.909737809964
2025-09-24 17:11:23,209 - 输入参数: [1.00000000e+05 9.30907371e+03 1.13110484e+01 0.00000000e+00
 3.59894727e+05 1.03192726e+05], 计算结果: 242.83652302770523
