2025-09-12 14:34:10,755 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-12 16:47:58,789 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.67260342e+00
 3.12114626e+05 3.58749882e+03], 计算结果: 5344.210003770622
2025-09-12 16:48:02,917 - 输入参数: [100000.              0.              0.              0.
 412143.95971088  60559.311637  ], 计算结果: 273.5218024301416
2025-09-12 16:48:07,705 - 输入参数: [9.20080479e+04 0.00000000e+00 0.00000000e+00 6.88594976e-01
 1.00000000e+06 4.75338217e+04], 计算结果: 390.0781916362189
2025-09-12 16:48:23,299 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 5.44399056e+00
 0.00000000e+00 2.61871598e+05], 计算结果: 2053.269387743533
2025-09-12 16:48:29,480 - 输入参数: [100000.              0.              0.              0.
 655559.70565912 121589.78549692], 计算结果: 280.76375880879215
2025-09-12 16:48:43,696 - 输入参数: [100000.              0.              0.              0.
  28473.47447071 685396.003149  ], 计算结果: 1320.6902177950838
2025-09-12 16:48:48,317 - 输入参数: [   0.            0.            0.            0.         7928.76009656
    0.        ], 计算结果: 253691.4207619217
2025-09-12 16:48:53,738 - 输入参数: [100000.              0.              0.              0.
 115550.33234561 117058.28396892], 计算结果: 272.259919764496
2025-09-12 16:48:59,690 - 输入参数: [100000.              0.              0.              0.
 299333.71414482 131442.6225956 ], 计算结果: 282.50141233368424
2025-09-12 16:49:00,542 - 输入参数: [0.         0.         0.         5.58711668 0.         0.        ], 计算结果: 323670.03780798404
2025-09-12 16:49:16,273 - 输入参数: [100000.              0.              0.              0.
      0.          54019.82558806], 计算结果: 2059.252331247284
2025-09-12 16:49:20,410 - 输入参数: [100000.              0.              0.              0.
 309499.71693866  66364.10838055], 计算结果: 249.0134245798717
2025-09-12 16:49:26,466 - 输入参数: [100000.              0.              0.              0.
 654276.33626812 124324.92606307], 计算结果: 285.2891682010193
2025-09-12 16:49:34,994 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 3.11447626e+00
 3.55125691e+05 2.38228519e+05], 计算结果: 5809.274927781966
2025-09-12 16:49:50,543 - 输入参数: [100000.             0.             0.             0.
      0.        106818.8153122], 计算结果: 1814.8307294299743
2025-09-12 16:49:58,974 - 输入参数: [ 100000.               0.               0.               0.
 1000000.          179853.26920743], 计算结果: 404.80034114133525
2025-09-12 16:50:03,302 - 输入参数: [100000.              0.              0.              0.
 372624.71387182  83245.8763931 ], 计算结果: 198.2790147040587
2025-09-12 16:50:07,265 - 输入参数: [100000.              0.              0.              0.
 530681.52905509  66612.37522406], 计算结果: 221.8771465980649
2025-09-12 16:50:13,319 - 输入参数: [  99701.72614671       0.               0.               0.
 1000000.           31432.34484974], 计算结果: 757.5354175025847
2025-09-12 16:50:28,925 - 输入参数: [100000.              0.              0.              0.
      0.          41792.93644661], 计算结果: 2338.7451131048842
2025-09-12 16:50:34,427 - 输入参数: [1.00000000e+05 2.05933692e+01 0.00000000e+00 0.00000000e+00
 2.65690684e+04 1.01992700e+05], 计算结果: 262.9156812819635
2025-09-12 16:50:46,675 - 输入参数: [1.00000000e+05 7.46305142e-02 0.00000000e+00 0.00000000e+00
 6.62629043e+05 0.00000000e+00], 计算结果: 7655.1527726737195
2025-09-12 16:50:51,803 - 输入参数: [100000.              0.              0.              0.
 181724.37541539  42944.38816918], 计算结果: 607.97104489237
2025-09-12 16:51:04,047 - 输入参数: [100000.              0.              0.              0.
 265121.42927958      0.        ], 计算结果: 7891.6418473775975
2025-09-12 16:51:10,059 - 输入参数: [9.27708206e+04 0.00000000e+00 0.00000000e+00 9.90735069e+00
 4.26470137e+05 1.34755058e+05], 计算结果: 325.86007883542095
2025-09-12 16:51:20,989 - 输入参数: [ 81729.91177777      0.              0.              0.
 277361.53121376 383349.55043619], 计算结果: 738.2912766636473
2025-09-12 16:51:28,803 - 输入参数: [100000.              0.              0.              0.
 365352.49789481 188106.53281294], 计算结果: 390.32142383176955
2025-09-12 16:51:44,171 - 输入参数: [100000.              0.              0.              0.
      0.          95260.59992322], 计算结果: 1782.4999586349372
2025-09-12 16:51:48,469 - 输入参数: [100000.              0.              0.              0.
 413183.84143017  73140.21529274], 计算结果: 198.7777623356987
2025-09-12 16:51:52,857 - 输入参数: [ 25495.96886819      0.              0.              0.
 347113.3655944   83320.22533057], 计算结果: 715.2432766293393
2025-09-12 16:51:56,845 - 输入参数: [100000.              0.              0.              0.
 152698.74819542  71899.06254501], 计算结果: 242.5934612742718
2025-09-12 16:52:11,293 - 输入参数: [2.32764397e+04 0.00000000e+00 0.00000000e+00 5.24881687e-01
 0.00000000e+00 8.63130025e+04], 计算结果: 2937.7434941552137
2025-09-12 16:52:23,557 - 输入参数: [100000.              0.              0.              0.
 287492.39068416      0.        ], 计算结果: 7709.801131280382
2025-09-12 16:52:35,761 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.94107355e-06
 3.31060177e+05 0.00000000e+00], 计算结果: 7472.672303020563
2025-09-12 16:52:40,763 - 输入参数: [100000.              0.              0.              0.
 463883.00943645  95397.89465754], 计算结果: 221.20472863641734
2025-09-12 16:52:51,133 - 输入参数: [100000.              0.              0.              0.
 364481.44307793 304006.6564216 ], 计算结果: 584.0198628154643
2025-09-12 16:52:56,122 - 输入参数: [ 84348.50858676      0.              0.              0.
 462143.06652121  38520.08802076], 计算结果: 540.3871779745518
2025-09-12 16:53:08,410 - 输入参数: [1.00000000e+05 4.33501738e-02 0.00000000e+00 6.36557867e-06
 5.43009873e+05 0.00000000e+00], 计算结果: 7443.7281227268595
2025-09-12 16:53:20,516 - 输入参数: [100000.              0.              0.              0.
 128143.47463761      0.        ], 计算结果: 10323.067409005489
2025-09-12 16:53:25,099 - 输入参数: [100000.              0.              0.              0.
 350656.39315226  49088.95485644], 计算结果: 407.42423734523885
2025-09-12 16:53:32,373 - 输入参数: [100000.              0.              0.              0.
 275680.08781436 177485.93662847], 计算结果: 374.6987509558051
2025-09-12 16:53:36,843 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.22668201e+00
 3.38824774e+05 5.41939202e+04], 计算结果: 350.16041064527053
2025-09-12 16:53:49,059 - 输入参数: [100000.              0.              0.              0.
 256561.77839377      0.        ], 计算结果: 7973.536687101228
2025-09-12 16:54:04,628 - 输入参数: [8.55611258e+04 0.00000000e+00 0.00000000e+00 9.03511282e-01
 6.29501245e+02 4.21534528e+05], 计算结果: 2096.64696057358
2025-09-12 16:54:20,033 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 7.77889042e+00
 0.00000000e+00 1.09592359e+05], 计算结果: 1806.036349827625
2025-09-12 16:54:24,187 - 输入参数: [100000.              0.              0.              0.
 120192.39325654  65678.90208652], 计算结果: 294.7138732438673
2025-09-12 16:54:28,200 - 输入参数: [ 28659.84046476      0.              0.              0.
 132762.80862502  46603.73779107], 计算结果: 561.280916174537
2025-09-12 16:54:32,243 - 输入参数: [100000.              0.              0.              0.
 139352.42511274  71451.02863354], 计算结果: 247.65209935816443
2025-09-12 16:54:46,456 - 输入参数: [1.0000000e+05 0.0000000e+00 0.0000000e+00 2.2896512e+01 0.0000000e+00
 0.0000000e+00], 计算结果: 15023.320854037385
2025-09-12 16:54:58,023 - 输入参数: [ 100000.               0.               0.               0.
 1000000.          317076.31566043], 计算结果: 561.1522887290791
2025-09-12 16:55:08,749 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.50724600e+00
 3.34199577e+05 3.83057477e+03], 计算结果: 5146.584524823355
2025-09-12 16:55:16,144 - 输入参数: [100000.              0.              0.              0.
  86937.88341265 168165.21530147], 计算结果: 407.9594930933056
2025-09-12 16:55:20,326 - 输入参数: [97952.43146528     0.             0.             0.
 56668.01218387 67549.39458867], 计算结果: 295.7345607038784
2025-09-12 16:55:26,783 - 输入参数: [100000.              0.              0.              0.
 343063.33501087 146199.32857673], 计算结果: 311.720525441955
2025-09-12 16:55:34,113 - 输入参数: [ 75823.97219258      0.              0.              0.
 100581.87260024 182873.35281627], 计算结果: 454.64331526391516
2025-09-12 16:55:46,893 - 输入参数: [ 100000.       0.       0.       0. 1000000.       0.], 计算结果: 8295.677152599745
2025-09-12 16:55:58,870 - 输入参数: [     0.             0.             0.             0.
 857672.9925068 415322.8921453], 计算结果: 2831.8489276646687
2025-09-12 16:56:10,554 - 输入参数: [100000.              0.              0.              0.
 912967.78518008 351006.33763918], 计算结果: 597.2907252156105
2025-09-12 16:56:14,969 - 输入参数: [100000.              0.              0.              0.
 365011.42492465  75900.52767219], 计算结果: 194.1523729227954
2025-09-12 16:56:30,134 - 输入参数: [8.29334891e+04 0.00000000e+00 0.00000000e+00 1.04791140e+00
 0.00000000e+00 1.02913953e+05], 计算结果: 1995.5853836825208
2025-09-12 16:56:45,671 - 输入参数: [100000.              0.              0.              0.
      0.         111587.84212979], 计算结果: 1845.8485889814517
2025-09-12 16:56:49,857 - 输入参数: [100000.              0.              0.              0.
 320855.64824205  76938.7897437 ], 计算结果: 194.04909671659766
2025-09-12 16:56:58,372 - 输入参数: [100000.              0.              0.              0.
 657876.14499727 195679.86920749], 计算结果: 407.90051947865857
2025-09-12 16:57:07,258 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 6.51435929e-01
 3.18459950e+05 2.31314675e+05], 计算结果: 474.7700928613188
2025-09-12 16:57:12,755 - 输入参数: [  1797.26572029      0.              0.              0.
  97904.67767304 258476.0936668 ], 计算结果: 6951.599439526786
2025-09-12 16:57:17,057 - 输入参数: [100000.              0.              0.              0.
 571501.1661587   77279.40495023], 计算结果: 201.9817663363715
2025-09-12 16:57:25,046 - 输入参数: [ 51857.76039381      0.              0.              0.
 389054.05693693 203748.42017705], 计算结果: 576.120131666768
2025-09-12 16:57:29,740 - 输入参数: [100000.              0.              0.              0.
 372849.72910832  88936.02858781], 计算结果: 205.92567060594342
2025-09-12 16:57:34,002 - 输入参数: [ 99961.91175973      0.              0.              0.
 544861.06475894  78288.65593729], 计算结果: 201.48167524792225
2025-09-12 16:57:38,453 - 输入参数: [100000.              0.              0.              0.
 428208.69985087  82638.42566683], 计算结果: 200.17269312457555
2025-09-12 16:57:42,671 - 输入参数: [1.00000000e+05 1.96333094e+01 0.00000000e+00 0.00000000e+00
 7.81129706e+05 5.70430265e+04], 计算结果: 281.85251257530433
2025-09-12 16:57:48,702 - 输入参数: [100000.              0.              0.              0.
 187336.99679893  31695.37352188], 计算结果: 1011.6321135816917
2025-09-12 16:57:55,942 - 输入参数: [100000.              0.              0.              0.
 423592.03834468  20296.98984617], 计算结果: 1474.1969764936175
2025-09-12 16:58:01,043 - 输入参数: [71317.6758445      0.             0.             0.
 98535.32676637 44103.55361052], 计算结果: 666.345338721221
2025-09-12 16:58:04,993 - 输入参数: [ 96461.76593132      0.              0.              0.
 314602.5570767   68842.96515083], 计算结果: 232.0497916119805
2025-09-12 16:58:17,137 - 输入参数: [  2130.05243538      0.              0.              0.
 275354.13081297      0.        ], 计算结果: 8815.935621521458
2025-09-12 16:58:23,304 - 输入参数: [100000.              0.              0.              0.
 335853.94761551 138320.53385874], 计算结果: 295.6597002861458
2025-09-12 16:58:28,083 - 输入参数: [100000.              0.              0.              0.
 327943.42141854  94218.87505485], 计算结果: 212.97058435616205
2025-09-12 16:58:32,314 - 输入参数: [100000.              0.              0.              0.
 358648.4715567   76018.25187679], 计算结果: 194.03587185358333
2025-09-12 16:58:36,615 - 输入参数: [ 61958.03281562      0.              0.              0.
 324823.12443484  82900.74707404], 计算结果: 242.01365064478648
2025-09-12 16:58:42,452 - 输入参数: [ 36009.34940169      0.              0.              0.
 524191.39930995 121905.28735788], 计算结果: 649.731332025771
2025-09-12 16:58:46,519 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.69264562e-01
 1.82915803e+05 7.53012806e+04], 计算结果: 219.24829528094156
2025-09-12 16:58:50,833 - 输入参数: [ 62302.90672119      0.              0.              0.
 320704.01248172  51814.35080612], 计算结果: 344.01354028194976
2025-09-12 16:58:57,713 - 输入参数: [100000.              0.              0.              0.
 333148.44867354 155601.6736725 ], 计算结果: 330.3691670306598
2025-09-12 16:59:01,807 - 输入参数: [100000.              0.              0.              0.
 271428.46150167  68871.13698242], 计算结果: 239.42135155705432
2025-09-12 16:59:17,135 - 输入参数: [100000.              0.              0.              0.
      0.         136421.97889909], 计算结果: 1829.2581109772218
2025-09-12 16:59:21,434 - 输入参数: [100000.              0.              0.              0.
 312103.50515775  50784.83449756], 计算结果: 396.42383493399586
2025-09-12 16:59:25,928 - 输入参数: [1.00000000e+05 4.25157254e-03 0.00000000e+00 1.58917497e-05
 4.96910981e+05 7.99140810e+04], 计算结果: 200.3847246588433
2025-09-12 16:59:38,086 - 输入参数: [ 51464.82645606      0.              0.              0.
 569665.17968694      0.        ], 计算结果: 6042.823782648107
2025-09-12 16:59:44,118 - 输入参数: [100000.              0.              0.              0.
 336086.33108971 135538.31457966], 计算结果: 290.6300484711748
2025-09-12 16:59:49,503 - 输入参数: [100000.              0.              0.              0.
 281394.32545318 108850.54372093], 计算结果: 239.41478060878808
2025-09-12 17:00:03,912 - 输入参数: [2.23907584e+04 0.00000000e+00 0.00000000e+00 1.48541997e+00
 0.00000000e+00 8.42510561e+04], 计算结果: 2970.353537715726
2025-09-12 17:00:16,230 - 输入参数: [7.70392270e+04 2.04630104e+01 0.00000000e+00 0.00000000e+00
 7.60550390e+05 0.00000000e+00], 计算结果: 7309.487046711471
2025-09-12 17:00:27,609 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.11482682e-01
 5.09875143e+05 3.62689584e+05], 计算结果: 629.6618355274709
2025-09-12 17:00:33,583 - 输入参数: [100000.              0.              0.              0.
 368830.56532421  29403.7921868 ], 计算结果: 922.882134058158
2025-09-12 17:00:39,416 - 输入参数: [9.25262180e+04 0.00000000e+00 0.00000000e+00 2.78650844e-02
 1.83972372e+05 1.31653020e+05], 计算结果: 292.72121837142254
2025-09-12 17:00:46,594 - 输入参数: [100000.              0.              0.              0.
 757486.49698392 155892.90508173], 计算结果: 346.9656209124142
2025-09-12 17:00:51,061 - 输入参数: [100000.              0.              0.              0.
 393842.80584715  80011.75195887], 计算结果: 195.72365398069255
2025-09-12 17:00:58,668 - 输入参数: [ 80290.08015981      0.              0.              0.
 174124.96009132  19458.08879754], 计算结果: 1969.9434392569556
2025-09-12 17:01:12,894 - 输入参数: [100000.      0.      0.      0.      0.      0.], 计算结果: 14268.165013651855
2025-09-12 17:01:18,191 - 输入参数: [100000.              0.              0.              0.
 334184.46407629  36787.88899637], 计算结果: 668.8685106653021
2025-09-12 17:01:22,478 - 输入参数: [100000.              0.              0.              0.
 155108.54636125  83514.55067036], 计算结果: 204.546642262005
2025-09-12 17:01:28,664 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 2.90226402e-02
 4.95388524e+05 1.35911780e+05], 计算结果: 295.81414485464467
2025-09-12 17:01:33,164 - 输入参数: [100000.              0.              0.              0.
 341946.68802252  55490.91774074], 计算结果: 331.7592566429361
2025-09-12 17:01:38,989 - 输入参数: [100000.              0.              0.              0.
 415456.10031813 123871.2303098 ], 计算结果: 270.62060314526065
2025-09-12 17:01:51,716 - 输入参数: [     0.              0.              0.              0.
 843564.84970638      0.        ], 计算结果: 8452.534705327176
2025-09-12 17:01:58,487 - 输入参数: [100000.              0.              0.              0.
 524971.92681527  24073.71047901], 计算结果: 1129.4039951730633
2025-09-12 17:02:03,492 - 输入参数: [ 100000.              0.              0.              0.
 1000000.          94420.9009602], 计算结果: 258.3167936034423
2025-09-12 17:02:15,981 - 输入参数: [4.25221536e+04 0.00000000e+00 0.00000000e+00 7.41847701e-01
 6.43836751e+05 0.00000000e+00], 计算结果: 6196.687631752949
2025-09-12 17:02:31,452 - 输入参数: [1.00000000e+05 1.65853003e+01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.59507649e+04], 计算结果: 1803.1946690222032
2025-09-12 17:02:43,508 - 输入参数: [ 35302.24608776      0.              0.              0.
 276915.80061756      0.        ], 计算结果: 4903.191840937443
2025-09-12 17:02:47,844 - 输入参数: [100000.              0.              0.              0.
 329763.33476516  77704.49616457], 计算结果: 193.18558795794064
2025-09-12 17:02:55,126 - 输入参数: [     0.              0.              0.              0.
 135125.46597553 530193.5475267 ], 计算结果: 5279.586381400848
2025-09-12 17:03:00,281 - 输入参数: [8.92520126e+04 0.00000000e+00 0.00000000e+00 5.83684800e-01
 4.97418238e+05 3.65517585e+04], 计算结果: 589.8043014498401
2025-09-12 17:03:06,371 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 2.85856505e-02
 7.20554838e+05 1.22545903e+05], 计算结果: 4173.649637175648
2025-09-12 17:03:10,756 - 输入参数: [100000.              0.              0.              0.
 811096.11680748  77222.66205297], 计算结果: 220.88080540801747
2025-09-12 17:03:20,264 - 输入参数: [ 83265.8556642       0.              0.              0.
 322220.4632924    8477.96940074], 计算结果: 3191.835742619463
2025-09-12 17:03:24,288 - 输入参数: [100000.              0.              0.              0.
 318963.55984038  62992.75250215], 计算结果: 270.9633782867445
2025-09-12 17:03:28,580 - 输入参数: [ 99936.60925845      0.              0.              0.
 377008.27605432  76920.19930198], 计算结果: 193.51110936729626
2025-09-12 17:03:32,677 - 输入参数: [100000.              0.              0.              0.
 213415.45138942  69634.54197119], 计算结果: 245.85379065694298
2025-09-12 17:03:38,467 - 输入参数: [1.00000000e+05 2.26538433e+00 0.00000000e+00 0.00000000e+00
 3.61470355e+05 1.24462017e+05], 计算结果: 269.4040979134535
2025-09-12 17:03:43,553 - 输入参数: [ 85268.0562091       0.              0.              0.
 715989.22919724  38960.14971677], 计算结果: 515.0690236756816
2025-09-12 17:03:56,033 - 输入参数: [100000.              0.              0.              0.
 279620.95126278      0.        ], 计算结果: 7768.299295487211
2025-09-12 17:04:06,436 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 6.19956129e-02
 1.66660519e+05 2.98851383e+05], 计算结果: 639.90009263604
2025-09-12 17:04:10,396 - 输入参数: [100000.              0.              0.              0.
 343645.53112071  72972.74699143], 计算结果: 206.49412377255157
2025-09-12 17:04:22,396 - 输入参数: [ 28746.11634589      0.              0.              0.
 264500.00746361      0.        ], 计算结果: 4638.7821577524965
2025-09-12 17:04:32,143 - 输入参数: [9.86216543e+04 3.46037948e+00 0.00000000e+00 0.00000000e+00
 3.48005411e+05 1.03304905e+04], 计算结果: 3026.827825641416
